,GEOID,COUNTY,TRACT,CENTLAT,CENTLON
2373,22071014100,71,14100.0,29.9237799,-90.0701176
2374,22071014100,71,14100.0,29.927654800000003,-90.0710888
2375,22071014200,71,14200.0,29.916622600000004,-90.0879342
2376,22071014200,71,14200.0,29.9226583,-90.08520940000001
2377,22071014200,71,14200.0,29.921975300000003,-90.0828333
2378,22071014300,71,14300.0,29.9377663,-90.09361240000001
2379,22071014300,71,14300.0,29.940317200000003,-90.0948408
2380,22071014300,71,14300.0,29.940867800000003,-90.09098420000001
2381,22071014400,71,14400.0,29.9132846,-90.1158011
2382,22071014400,71,14400.0,29.917693100000005,-90.1045887
2383,22071014400,71,14400.0,29.9195153,-90.10464609999998
2384,22071014500,71,14500.0,29.960629100000002,-90.09500609999999
2385,22071980000,71,980000.0,30.0014941,-90.09310570000001
2386,22071980100,71,980100.0,30.0044975,-89.91571440000001
2387,22071990000,71,990000.0,30.1214413,-89.97291
