,Geo_ID,Census Tract,Total Population,White,Black,American Indian and Alask Native,Asian,Native Hawaiian and Other Pacific Islander,Other,Year
633,22071014200,142.0,1564,932,613,0,19,0,0,2013
634,22071014300,143.0,1407,73,1322,0,1,0,0,2013
635,22071014400,144.0,2077,875,838,47,0,0,114,2013
636,22071014500,145.0,1852,486,1344,0,0,0,4,2013
637,22071980000,9800.0,3,1,1,0,1,0,0,2013
638,22071980100,9801.0,0,0,0,0,0,0,0,2013
639,22071990000,9900.0,0,0,0,0,0,0,0,2013
640,22071000100,1.0,2632,2047,379,0,0,0,116,2013
641,22071000200,2.0,1233,271,915,0,0,0,11,2013
642,22071000300,3.0,1014,105,905,0,0,0,4,2013
643,22071000400,4.0,2189,346,1770,0,0,0,0,2013
644,22071000601,6.01,918,0,918,0,0,0,0,2013
645,22071000602,6.02,3057,214,2814,6,17,0,6,2013
646,22071000603,6.03,1390,57,850,22,76,0,345,2013
647,22071000604,6.04,4982,498,4317,0,40,0,80,2013
648,22071000605,6.05,2099,765,1325,0,3,0,6,2013
649,22071000606,6.06,4207,1735,2250,6,121,0,14,2013
650,22071000607,6.07,3958,2238,1694,0,0,0,0,2013
651,22071000611,6.11,4308,61,3323,0,626,0,298,2013
652,22071000612,6.12,1797,1042,474,24,80,0,110,2013
653,22071000613,6.13,4796,570,4187,0,19,0,0,2013
654,22071000615,6.15,3793,1023,2625,6,130,0,0,2013
655,22071000616,6.16,4485,1619,2803,0,29,0,9,2013
656,22071000617,6.17,3887,510,3254,18,30,0,75,2013
657,22071000618,6.18,3790,1466,1997,37,143,0,65,2013
658,22071000701,7.01,527,16,511,0,0,0,0,2013
659,22071000702,7.02,1644,112,1522,4,0,0,0,2013
660,22071000800,8.0,1201,49,1115,7,0,0,0,2013
661,22071000901,9.01,647,0,647,0,0,0,0,2013
662,22071000902,9.02,428,2,426,0,0,0,0,2013
663,22071000903,9.03,320,0,320,0,0,0,0,2013
664,22071000904,9.04,786,12,726,0,16,0,19,2013
665,22071001100,11.0,1700,982,623,7,5,0,46,2013
666,22071001200,12.0,1554,1254,210,0,0,0,0,2013
667,22071001301,13.01,1654,334,1301,8,3,0,0,2013
668,22071001302,13.02,946,43,896,0,7,0,0,2013
669,22071001401,14.01,1146,11,1079,0,0,0,56,2013
670,22071001402,14.02,1717,152,1469,0,0,0,0,2013
671,22071001500,15.0,853,127,709,0,0,0,10,2013
672,22071001600,16.0,0,0,0,0,0,0,0,2013
673,22071001701,17.01,1610,8,1592,0,0,0,0,2013
674,22071001702,17.02,2561,492,2006,0,63,0,0,2013
675,22071001720,17.2,3182,32,3059,0,20,0,13,2013
676,22071001722,17.22,3881,100,3568,0,0,22,158,2013
677,22071001723,17.23,5045,245,4629,0,0,0,16,2013
678,22071001724,17.24,4276,302,3746,0,147,0,49,2013
679,22071001725,17.25,6504,138,6067,0,0,0,250,2013
680,22071001730,17.3,773,25,735,0,0,0,0,2013
681,22071001734,17.34,677,554,0,8,52,0,13,2013
682,22071001735,17.35,1896,59,1827,0,0,0,0,2013
683,22071001736,17.36,1625,87,1513,0,14,0,11,2013
684,22071001737,17.37,2828,185,2629,9,5,0,0,2013
685,22071001739,17.39,1556,12,1544,0,0,0,0,2013
686,22071001740,17.4,4521,63,4119,0,24,0,183,2013
687,22071001741,17.41,1489,49,875,0,546,0,0,2013
688,22071001743,17.43,2068,41,2000,0,0,0,12,2013
689,22071001744,17.44,3587,79,3475,0,0,0,0,2013
690,22071001745,17.45,3773,170,3404,5,2,0,153,2013
691,22071001746,17.46,3970,87,3869,0,0,0,0,2013
692,22071001747,17.47,3595,15,2769,0,789,0,22,2013
693,22071001748,17.48,4530,174,4083,0,271,0,2,2013
694,22071001749,17.49,3079,150,1019,14,1623,162,98,2013
695,22071001750,17.5,3443,514,854,221,1723,0,75,2013
696,22071001751,17.51,678,142,465,6,0,0,65,2013
697,22071001800,18.0,1442,1278,72,18,1,0,45,2013
698,22071001900,19.0,1311,374,905,0,0,0,25,2013
699,22071002000,20.0,1026,147,843,0,0,0,0,2013
700,22071002100,21.0,699,27,660,0,0,0,0,2013
701,22071002200,22.0,757,28,729,0,0,0,0,2013
702,22071002300,23.0,1682,122,1532,0,0,0,0,2013
703,22071002401,24.01,1772,155,1513,10,0,0,29,2013
704,22071002402,24.02,2789,334,2432,0,0,0,0,2013
705,22071002501,25.01,1660,314,1313,0,0,0,0,2013
706,22071002502,25.02,2004,74,1909,0,0,0,0,2013
707,22071002503,25.03,2160,620,1517,0,0,0,15,2013
708,22071009700,97.0,1666,679,747,0,82,0,120,2014
709,22071009900,99.0,3080,2559,390,0,58,1,10,2014
710,22071010000,100.0,1911,374,1507,0,7,0,23,2014
711,22071010100,101.0,1887,1414,415,13,35,0,0,2014
712,22071010200,102.0,1478,203,1232,5,1,0,0,2014
713,22071010300,103.0,2867,279,2505,13,0,0,4,2014
714,22071010600,106.0,1299,764,430,0,0,0,5,2014
715,22071010700,107.0,1691,1266,288,0,42,0,5,2014
716,22071010800,108.0,1320,1165,81,18,40,0,16,2014
717,22071010900,109.0,3507,1944,1447,0,88,0,7,2014
718,22071011100,111.0,1484,416,967,27,0,0,31,2014
719,22071011200,112.0,1580,919,470,6,81,0,33,2014
720,22071011400,114.0,1833,1749,36,0,19,0,8,2014
721,22071011500,115.0,1347,1245,69,0,13,0,0,2014
722,22071011600,116.0,1442,1285,42,0,68,8,0,2014
723,22071011700,117.0,2505,2389,14,0,38,0,0,2014
724,22071011900,119.0,1882,1700,116,0,46,0,8,2014
725,22071012000,120.0,1519,1325,112,14,20,0,15,2014
726,22071012101,121.01,3348,2721,186,0,241,21,5,2014
727,22071012102,121.02,4174,3086,616,11,172,0,34,2014
728,22071012200,122.0,2326,1942,228,25,31,0,59,2014
729,22071012300,123.0,2023,989,933,0,0,0,31,2014
730,22071012400,124.0,1750,910,794,0,8,0,14,2014
731,22071012500,125.0,1522,1048,290,4,162,0,0,2014
732,22071012600,126.0,1880,1577,134,8,99,0,7,2014
733,22071012700,127.0,2224,1644,547,9,0,0,12,2014
734,22071012800,128.0,2340,1647,442,12,132,0,26,2014
735,22071012900,129.0,1410,862,393,0,75,0,59,2014
736,22071013000,130.0,1842,784,1038,0,7,0,13,2014
737,22071013100,131.0,1467,280,1162,0,0,0,11,2014
738,22071013200,132.0,2600,1301,1227,0,0,0,11,2014
739,22071013301,133.01,3604,3347,68,0,148,0,41,2014
740,22071013302,133.02,2182,1396,531,0,210,0,26,2014
741,22071013400,134.0,2294,1382,556,0,279,0,18,2014
742,22071013500,135.0,2097,1960,52,15,70,0,0,2014
743,22071013600,136.0,1036,482,537,0,11,0,0,2014
744,22071013700,137.0,2281,79,2185,0,0,0,12,2014
745,22071013800,138.0,2021,70,1930,0,0,0,12,2014
746,22071013900,139.0,1595,696,700,24,71,0,99,2014
747,22071014000,140.0,1608,129,1454,6,0,0,0,2014
748,22071014100,141.0,2119,877,1211,0,24,0,0,2014
749,22071014200,142.0,1738,1125,554,6,53,0,0,2014
750,22071014300,143.0,1704,182,1509,0,1,0,0,2014
751,22071014400,144.0,1980,831,767,44,0,0,124,2014
752,22071014500,145.0,1494,276,1194,0,0,0,4,2014
753,22071980000,9800.0,4,1,1,0,2,0,0,2014
754,22071980100,9801.0,0,0,0,0,0,0,0,2014
755,22071990000,9900.0,0,0,0,0,0,0,0,2014
756,22071000100,1.0,2670,1937,490,0,0,0,106,2014
757,22071000200,2.0,1213,279,888,0,0,0,11,2014
758,22071000300,3.0,1106,125,976,0,0,0,5,2014
759,22071000400,4.0,2460,300,2102,0,23,0,0,2014
760,22071000601,6.01,937,0,937,0,0,0,0,2014
761,22071000602,6.02,2960,225,2687,4,18,0,19,2014
762,22071000603,6.03,1162,80,833,14,112,0,116,2014
763,22071000604,6.04,4703,688,3915,0,40,0,9,2014
764,22071000605,6.05,2152,741,1399,0,0,0,12,2014
765,22071000606,6.06,4555,1917,2399,0,100,0,13,2014
766,22071000607,6.07,4529,2432,2042,0,0,0,0,2014
767,22071000611,6.11,4367,126,3362,0,507,0,372,2014
768,22071000612,6.12,1528,895,336,27,114,0,81,2014
769,22071000613,6.13,4950,436,4471,0,9,0,21,2014
770,22071000615,6.15,3508,979,2310,6,204,0,0,2014
771,22071000616,6.16,4200,1523,2590,0,35,0,9,2014
772,22071000617,6.17,3734,605,3089,20,20,0,0,2014
773,22071000618,6.18,3924,1492,2067,30,121,0,71,2014
774,22071000701,7.01,571,18,553,0,0,0,0,2014
775,22071000702,7.02,1705,130,1541,4,0,0,21,2014
776,22071000800,8.0,1349,121,1182,7,18,0,0,2014
777,22071000901,9.01,790,66,724,0,0,0,0,2014
778,22071000902,9.02,689,1,688,0,0,0,0,2014
779,22071000903,9.03,476,0,476,0,0,0,0,2014
780,22071000904,9.04,842,11,788,0,10,0,22,2014
781,22071001100,11.0,1690,929,665,8,7,0,43,2014
782,22071001200,12.0,1589,1268,215,0,0,0,0,2014
783,22071001301,13.01,1678,356,1285,0,8,0,0,2014
784,22071001302,13.02,889,56,824,0,9,0,0,2014
785,22071001401,14.01,1248,10,1183,0,0,0,55,2014
786,22071001402,14.02,1768,120,1565,0,0,0,0,2014
787,22071001500,15.0,838,153,668,0,0,0,13,2014
788,22071001600,16.0,0,0,0,0,0,0,0,2014
789,22071001701,17.01,1950,94,1833,0,0,0,0,2014
790,22071001702,17.02,2982,427,2423,0,132,0,0,2014
791,22071001720,17.2,3365,15,3241,0,21,0,30,2014
792,22071001722,17.22,4210,62,3953,0,0,14,149,2014
793,22071001723,17.23,5070,289,4562,0,70,0,15,2014
794,22071001724,17.24,4619,303,4007,0,193,0,60,2014
795,22071001725,17.25,6948,168,6523,0,0,0,195,2014
796,22071001730,17.3,902,33,855,0,2,0,0,2014
797,22071001734,17.34,835,715,0,0,81,0,8,2014
798,22071001735,17.35,1969,63,1892,0,0,0,0,2014
799,22071001736,17.36,2072,83,1967,0,13,0,9,2014
800,22071001737,17.37,3161,159,2974,11,5,0,6,2014
801,22071001739,17.39,1708,19,1689,0,0,0,0,2014
802,22071001740,17.4,4626,71,4244,0,18,0,128,2014
803,22071001741,17.41,1611,73,930,0,600,0,0,2014
804,22071001743,17.43,2377,34,2324,0,0,0,19,2014
805,22071001744,17.44,4211,58,4094,0,0,0,0,2014
806,22071001745,17.45,3394,144,3049,0,2,0,157,2014
807,22071001746,17.46,4465,59,4388,0,0,0,0,2014
808,22071001747,17.47,3838,29,2942,0,748,0,108,2014
809,22071001748,17.48,4892,111,4265,0,513,0,3,2014
810,22071001749,17.49,2974,167,976,15,1576,0,210,2014
811,22071001750,17.5,3441,475,847,254,1624,0,172,2014
812,22071001751,17.51,802,217,512,6,1,0,66,2014
813,22071001800,18.0,1436,1202,77,17,24,0,79,2014
814,22071001900,19.0,1339,404,898,5,0,0,25,2014
815,22071002000,20.0,1084,150,900,0,0,0,0,2014
816,22071002100,21.0,717,22,695,0,0,0,0,2014
817,22071002200,22.0,825,37,788,0,0,0,0,2014
818,22071002300,23.0,1799,77,1664,0,0,0,32,2014
819,22071002401,24.01,2033,201,1720,11,0,0,44,2014
820,22071002402,24.02,2917,362,2528,0,0,0,0,2014
821,22071002501,25.01,1703,287,1412,0,0,0,0,2014
822,22071002502,25.02,2170,76,2075,0,0,0,0,2014
823,22071002503,25.03,2328,627,1629,0,49,0,15,2014
824,22071002504,25.04,2250,539,1613,14,3,0,12,2014
825,22071002600,26.0,1317,1093,144,0,80,0,0,2014
826,22071002700,27.0,1497,320,1163,0,0,0,14,2014
827,22071002800,28.0,1536,5,1515,0,16,0,0,2014
828,22071002900,29.0,1436,34,1402,0,0,0,0,2014
829,22071003000,30.0,1145,50,1066,11,0,0,0,2014
830,22071003100,31.0,1093,1,947,0,0,0,26,2014
831,22071003301,33.01,1833,908,879,0,46,0,0,2014
832,22071003302,33.02,3587,295,3190,0,52,0,22,2014
833,22071003303,33.03,1928,450,1298,6,78,0,82,2014
834,22071003304,33.04,1856,195,1651,5,0,0,0,2014
835,22071003307,33.07,1333,15,1281,0,0,0,37,2014
836,22071003308,33.08,3311,144,2892,0,22,0,181,2014
837,22071003400,34.0,1244,390,807,0,0,11,4,2014
838,22071003500,35.0,1195,157,1033,0,0,0,0,2014
839,22071003600,36.0,1838,245,1524,0,0,0,8,2014
840,22071003701,37.01,2269,569,1644,5,45,0,0,2014
841,22071003702,37.02,3343,1027,2191,25,30,0,27,2014
842,22071003800,38.0,1231,1201,22,0,7,0,0,2014
843,22071003900,39.0,1366,589,615,0,16,0,10,2014
844,22071004000,40.0,2029,401,1588,5,0,0,32,2014
845,22071004100,41.0,1577,1303,188,3,13,0,60,2014
846,22071004401,44.01,1264,102,1121,0,0,0,5,2014
847,22071004402,44.02,78,0,78,0,0,0,0,2014
848,22071004500,45.0,2083,539,1401,0,53,0,65,2014
849,22071004600,46.0,2893,2572,220,19,0,0,15,2014
850,22071004800,48.0,1050,1,997,0,1,0,0,2014
851,22071004900,49.0,1457,351,974,33,5,0,81,2014
852,22071005000,50.0,1692,643,778,139,0,0,115,2014
853,22071005400,54.0,1853,1453,320,0,0,0,56,2014
854,22071005500,55.0,2660,2354,151,0,12,0,116,2014
855,22071005601,56.01,2270,1971,65,0,100,0,124,2014
856,22071005602,56.02,2617,2551,47,1,0,0,0,2014
857,22071005603,56.03,1394,1303,84,0,7,0,0,2014
858,22071005604,56.04,1537,1460,43,5,29,0,0,2014
859,22071006000,60.0,1829,405,1326,0,65,0,27,2014
860,22071006300,63.0,1777,622,974,0,12,0,131,2014
861,22071006400,64.0,2325,1097,1055,0,21,0,41,2014
862,22071006500,65.0,2679,1627,802,0,40,26,94,2014
863,22071006900,69.0,797,7,790,0,0,0,0,2014
864,22071007000,70.0,1801,360,1341,0,30,0,0,2014
865,22071007101,71.01,2277,558,1650,0,14,0,16,2014
866,22071007200,72.0,2185,133,1827,0,26,0,71,2014
867,22071007501,75.01,2762,154,2570,0,0,0,33,2014
868,22071007502,75.02,2585,113,2378,0,60,24,0,2014
869,22071007604,76.04,1758,1643,62,0,40,0,0,2014
870,22071007605,76.05,1475,213,1225,18,0,0,10,2014
871,22071007606,76.06,3859,3155,411,14,15,0,82,2014
872,22071007700,77.0,2577,2038,402,0,25,0,20,2014
873,22071007800,78.0,1631,1298,114,0,67,0,60,2014
874,22071008200,82.0,1426,1183,161,0,10,0,29,2014
875,22071008300,83.0,1147,990,129,0,18,0,5,2014
876,22071008400,84.0,1228,554,622,0,21,0,5,2014
877,22071008500,85.0,1268,30,1075,0,154,0,0,2014
878,22071008600,86.0,856,39,729,0,35,0,45,2014
879,22071008800,88.0,1891,1311,481,0,25,0,0,2014
880,22071009000,90.0,1959,1709,71,28,64,0,10,2014
881,22071009100,91.0,2422,996,1169,0,51,0,206,2014
882,22071009200,92.0,1488,29,1429,0,0,0,9,2014
883,22071009400,94.0,1299,64,1235,0,0,0,0,2014
884,22071009600,96.0,1594,1106,452,0,16,0,0,2014
885,22071000100,1.0,2872,2189,423,0,23,0,108,2015
886,22071000200,2.0,1334,179,1125,0,0,0,5,2015
887,22071000300,3.0,1168,128,1036,0,0,0,4,2015
888,22071000400,4.0,2535,383,2120,0,27,0,0,2015
889,22071000601,6.01,845,8,837,0,0,0,0,2015
890,22071000602,6.02,2994,252,2613,4,28,0,93,2015
891,22071000603,6.03,1137,95,991,18,26,0,0,2015
892,22071000604,6.04,4583,724,3687,0,14,0,22,2015
893,22071000605,6.05,2143,595,1500,0,0,0,42,2015
894,22071000606,6.06,4811,1812,2596,0,262,0,25,2015
895,22071000607,6.07,4704,2162,2455,4,0,0,35,2015
896,22071000611,6.11,4656,127,3809,0,676,0,44,2015
897,22071000612,6.12,1822,1093,606,16,47,0,42,2015
898,22071000613,6.13,4933,421,4459,0,10,0,20,2015
899,22071000615,6.15,4205,1135,2847,8,179,0,0,2015
900,22071000616,6.16,3985,1592,2205,0,69,0,34,2015
901,22071000617,6.17,4094,648,3409,22,3,0,0,2015
902,22071000618,6.18,4141,1516,2330,0,172,0,71,2015
903,22071000701,7.01,672,22,637,0,0,0,13,2015
904,22071000702,7.02,1616,197,1380,7,0,0,17,2015
905,22071000800,8.0,1474,146,1272,7,22,0,0,2015
906,22071000901,9.01,788,77,711,0,0,0,0,2015
907,22071000902,9.02,499,0,499,0,0,0,0,2015
908,22071000903,9.03,434,4,430,0,0,0,0,2015
909,22071000904,9.04,846,29,780,15,0,0,22,2015
910,22071001100,11.0,1734,922,748,10,7,0,35,2015
911,22071001200,12.0,1672,1344,231,4,0,0,0,2015
912,22071001301,13.01,1758,407,1314,0,5,0,3,2015
913,22071001302,13.02,988,83,895,0,10,0,0,2015
914,22071001401,14.01,1297,19,1214,0,0,0,64,2015
915,22071001402,14.02,1921,154,1688,0,0,0,0,2015
916,22071001500,15.0,847,147,682,0,0,0,14,2015
917,22071001600,16.0,0,0,0,0,0,0,0,2015
918,22071001701,17.01,2072,102,1950,0,0,0,0,2015
919,22071001702,17.02,3100,588,2395,0,105,0,0,2015
920,22071001720,17.2,3175,58,3018,0,22,0,18,2015
921,22071001722,17.22,4197,26,3962,0,0,18,153,2015
922,22071001723,17.23,5027,148,4717,0,119,0,0,2015
923,22071001724,17.24,4212,208,3853,0,107,0,0,2015
924,22071001725,17.25,6808,230,6269,0,0,0,238,2015
925,22071001730,17.3,994,50,912,0,16,0,0,2015
926,22071001734,17.34,953,812,0,0,70,0,20,2015
927,22071001735,17.35,2051,54,1951,0,0,11,12,2015
928,22071001736,17.36,2237,67,2138,0,15,0,11,2015
929,22071001737,17.37,3199,138,3037,0,6,0,7,2015
930,22071001739,17.39,1694,20,1674,0,0,0,0,2015
931,22071001740,17.4,4681,0,4630,0,0,0,0,2015
932,22071001741,17.41,1777,66,1060,0,634,0,10,2015
933,22071001743,17.43,2402,74,2313,0,0,0,15,2015
934,22071001744,17.44,4955,22,4919,0,0,0,0,2015
935,22071001745,17.45,3533,152,3322,0,2,0,0,2015
936,22071005601,56.01,2371,2177,64,0,95,0,23,2015
937,22071005602,56.02,2782,2666,109,1,0,0,0,2015
938,22071005603,56.03,1496,1442,40,0,7,0,0,2015
939,22071005604,56.04,1623,1496,52,38,37,0,0,2015
940,22071006000,60.0,2048,385,1553,0,64,0,32,2015
941,22071006300,63.0,1693,726,886,0,12,0,23,2015
942,22071006400,64.0,2370,1171,1052,0,11,0,10,2015
943,22071006500,65.0,2761,1782,772,0,35,0,116,2015
944,22071006900,69.0,891,10,876,0,0,0,0,2015
945,22071007000,70.0,1771,267,1385,0,38,0,8,2015
946,22071007101,71.01,2386,511,1752,0,33,0,27,2015
947,22071007200,72.0,2350,222,1932,0,67,0,50,2015
948,22071007501,75.01,2675,190,2434,0,0,0,35,2015
949,22071007502,75.02,3030,201,2639,0,56,22,0,2015
950,22071007604,76.04,1880,1782,60,0,27,0,0,2015
951,22071007605,76.05,1601,229,1334,16,0,0,11,2015
952,22071007606,76.06,4048,3319,480,15,20,0,105,2015
953,22071007700,77.0,2356,1967,262,0,49,0,16,2015
954,22071007800,78.0,1220,972,104,0,24,0,101,2015
955,22071008200,82.0,1535,1193,212,0,8,0,118,2015
956,22071008300,83.0,1201,1012,166,0,5,0,11,2015
957,22071008400,84.0,1136,496,535,0,30,0,25,2015
958,22071008500,85.0,1332,45,1119,0,162,0,0,2015
959,22071008600,86.0,891,56,736,0,38,0,53,2015
960,22071008800,88.0,1832,1315,416,0,21,0,0,2015
961,22071009000,90.0,1884,1743,34,12,34,0,9,2015
962,22071009100,91.0,1956,841,801,0,81,0,233,2015
963,22071009200,92.0,1429,35,1362,0,0,0,10,2015
964,22071009400,94.0,1200,63,1137,0,0,0,0,2015
965,22071009600,96.0,1551,973,532,0,0,0,0,2015
966,22071009700,97.0,1527,704,661,0,17,0,111,2015
967,22071009900,99.0,3084,2491,432,0,77,0,32,2015
968,22071010000,100.0,1747,404,1295,0,32,0,6,2015
969,22071010100,101.0,1940,1472,411,23,27,0,0,2015
970,22071010200,102.0,1889,330,1480,7,5,0,0,2015
971,22071010300,103.0,3293,468,2731,13,0,0,2,2015
972,22071010600,106.0,1322,895,395,0,0,0,9,2015
973,22071010700,107.0,1688,1323,184,0,44,0,5,2015
974,22071010800,108.0,1418,1258,82,13,40,0,25,2015
975,22071010900,109.0,3592,1944,1491,0,97,0,18,2015
976,22071011100,111.0,1578,512,962,28,0,0,38,2015
977,22071011200,112.0,1636,952,468,6,72,0,39,2015
978,22071011400,114.0,1994,1884,37,0,31,0,10,2015
979,22071011500,115.0,1422,1310,92,0,14,0,0,2015
980,22071011600,116.0,1504,1354,53,0,49,8,0,2015
981,22071011700,117.0,2842,2724,24,0,37,0,0,2015
982,22071011900,119.0,1873,1590,151,0,107,0,12,2015
983,22071012000,120.0,1509,1327,75,15,24,0,30,2015
984,22071012101,121.01,3286,2686,181,0,232,18,6,2015
985,22071012102,121.02,4281,3283,498,11,229,7,42,2015
986,22071012200,122.0,2354,2015,153,21,49,0,66,2015
987,22071012300,123.0,2027,1081,715,0,15,0,133,2015
988,22071012400,124.0,1730,1182,483,0,8,0,26,2015
989,22071012500,125.0,1678,1101,400,10,167,0,0,2015
990,22071012600,126.0,1853,1572,118,9,103,0,6,2015
991,22071012700,127.0,2171,1576,519,7,22,0,12,2015
992,22071012800,128.0,2440,1725,453,14,124,0,26,2015
993,22071012900,129.0,1548,924,489,0,34,0,78,2015
994,22071013000,130.0,1778,781,916,0,21,0,46,2015
995,22071013100,131.0,1500,354,1103,12,0,0,14,2015
996,22071013200,132.0,2590,1254,1217,0,32,0,14,2015
997,22071013301,133.01,3738,3324,166,0,190,0,37,2015
998,22071013302,133.02,2168,1353,467,0,203,0,31,2015
999,22071013400,134.0,2618,1691,614,0,228,0,20,2015
1000,22071013500,135.0,2070,1950,79,16,25,0,0,2015
1001,22071013600,136.0,929,449,458,0,9,0,0,2015
1002,22071013700,137.0,2347,75,2251,0,0,0,15,2015
1003,22071013800,138.0,2304,74,2211,0,0,0,10,2015
1004,22071013900,139.0,1591,716,679,0,90,0,101,2015
1005,22071014000,140.0,1649,107,1519,6,0,0,0,2015
1006,22071014100,141.0,1946,793,1124,0,21,0,0,2015
1007,22071014200,142.0,1790,1151,592,7,40,0,0,2015
1008,22071014300,143.0,1797,189,1577,6,1,0,0,2015
1009,22071014400,144.0,1588,906,580,44,3,0,33,2015
1010,22071014500,145.0,1594,134,1417,0,7,0,8,2015
1011,22071980000,9800.0,5,2,1,0,2,0,0,2015
1012,22071980100,9801.0,0,0,0,0,0,0,0,2015
1013,22071990000,9900.0,0,0,0,0,0,0,0,2015
1014,22071001746,17.46,4504,65,4418,0,0,0,0,2015
1015,22071001747,17.47,4242,41,3201,0,829,0,107,2015
1016,22071001748,17.48,4903,132,4224,0,544,0,3,2015
1017,22071001749,17.49,2948,154,1078,15,1424,0,244,2015
1018,22071001750,17.5,3553,503,1031,4,1824,0,147,2015
1019,22071001751,17.51,943,273,571,7,1,0,91,2015
1020,22071001800,18.0,1428,1092,103,13,25,0,134,2015
1021,22071001900,19.0,1200,355,782,35,0,0,22,2015
1022,22071002000,20.0,1099,128,938,0,0,0,0,2015
1023,22071002100,21.0,816,22,794,0,0,0,0,2015
1024,22071002200,22.0,862,49,794,0,0,0,19,2015
1025,22071002300,23.0,1808,51,1700,0,0,0,34,2015
1026,22071002401,24.01,2010,232,1638,0,9,0,43,2015
1027,22071002402,24.02,3024,283,2714,0,0,0,0,2015
1028,22071002501,25.01,2010,231,1749,0,0,0,18,2015
1029,22071002502,25.02,2209,117,2072,0,0,0,0,2015
1030,22071002503,25.03,2272,668,1434,0,46,0,108,2015
1031,22071002504,25.04,2575,540,1921,8,15,0,29,2015
1032,22071002600,26.0,1364,1177,105,0,82,0,0,2015
1033,22071002700,27.0,1580,275,1292,0,0,0,13,2015
1034,22071002800,28.0,1712,54,1658,0,0,0,0,2015
1035,22071002900,29.0,1276,74,1202,0,0,0,0,2015
1036,22071003000,30.0,1042,76,940,9,0,0,0,2015
1037,22071003100,31.0,986,6,882,0,0,0,33,2015
1038,22071003301,33.01,1878,894,890,0,83,0,11,2015
1039,22071003302,33.02,3476,320,3060,0,50,0,12,2015
1040,22071003303,33.03,2100,467,1418,6,73,0,131,2015
1041,22071003304,33.04,2075,218,1849,3,0,0,0,2015
1042,22071003307,33.07,1506,19,1455,9,0,0,23,2015
1043,22071003308,33.08,3645,125,3283,0,10,0,216,2015
1044,22071003400,34.0,1195,328,818,0,0,18,5,2015
1045,22071003500,35.0,1187,163,1008,0,0,0,0,2015
1046,22071003600,36.0,1603,228,1316,0,0,0,7,2015
1047,22071003701,37.01,2186,515,1639,5,17,0,0,2015
1048,22071003702,37.02,3367,985,2192,31,34,0,44,2015
1049,22071003800,38.0,1286,1232,25,0,29,0,0,2015
1050,22071003900,39.0,1320,559,667,0,8,0,10,2015
1051,22071004000,40.0,2033,593,1392,6,0,0,39,2015
1052,22071004100,41.0,1525,1232,197,5,13,0,69,2015
1053,22071004401,44.01,1227,193,1000,0,0,0,5,2015
1054,22071004402,44.02,81,0,81,0,0,0,0,2015
1055,22071004500,45.0,2230,666,1398,0,68,0,68,2015
1056,22071004600,46.0,2859,2535,173,21,28,0,16,2015
1057,22071004800,48.0,667,1,665,0,1,0,0,2015
1058,22071004900,49.0,1625,465,1052,0,4,0,85,2015
1059,22071005000,50.0,1383,663,509,165,0,0,36,2015
1060,22071005400,54.0,1890,1450,332,0,0,0,72,2015
1061,22071005500,55.0,2926,2644,157,48,13,0,42,2015
1062,22071000100,1.0,3074,2451,383,0,25,0,111,2016
1063,22071000200,2.0,1409,186,1190,0,0,0,6,2016
1064,22071000300,3.0,1285,136,1149,0,0,0,0,2016
1065,22071000400,4.0,2348,307,1999,0,21,0,14,2016
1066,22071000601,6.01,988,23,965,0,0,0,0,2016
1067,22071000602,6.02,2828,225,2454,5,27,0,112,2016
1068,22071000603,6.03,1271,116,1089,21,25,0,0,2016
1069,22071000604,6.04,4430,915,3312,0,13,0,0,2016
1070,22071000605,6.05,2288,534,1697,0,0,0,44,2016
1071,22071000606,6.06,4871,1680,2765,0,229,0,55,2016
1072,22071000607,6.07,4910,2443,2253,7,0,0,148,2016
1073,22071000611,6.11,4697,87,3976,0,597,0,37,2016
1074,22071000612,6.12,1883,1050,644,5,113,0,60,2016
1075,22071000613,6.13,5102,340,4699,0,22,0,23,2016
1076,22071000615,6.15,4635,1242,3209,8,106,0,10,2016
1077,22071000616,6.16,4370,1653,2522,0,45,0,37,2016
1078,22071000617,6.17,4707,677,3716,0,125,0,176,2016
1079,22071000618,6.18,4404,1319,2802,0,179,0,58,2016
1080,22071000701,7.01,735,42,671,0,4,0,18,2016
1081,22071000702,7.02,1765,235,1446,4,56,0,17,2016
1082,22071000800,8.0,1593,186,1341,0,12,0,0,2016
1083,22071000901,9.01,781,127,654,0,0,0,0,2016
1084,22071000902,9.02,538,8,530,0,0,0,0,2016
1085,22071000903,9.03,603,9,589,0,0,0,0,2016
1086,22071000904,9.04,981,26,913,12,0,6,24,2016
1087,22071001100,11.0,1819,993,767,6,5,0,38,2016
1088,22071001200,12.0,1744,1410,238,6,9,0,17,2016
1089,22071001301,13.01,1846,550,1204,0,20,0,5,2016
1090,22071001302,13.02,1134,110,1004,0,13,0,0,2016
1091,22071001401,14.01,1433,40,1326,0,0,0,67,2016
1092,22071001402,14.02,1829,185,1537,0,0,0,0,2016
1093,22071001500,15.0,884,77,787,0,0,0,14,2016
1094,22071001600,16.0,0,0,0,0,0,0,0,2016
1095,22071001701,17.01,2186,76,2090,0,0,0,0,2016
1096,22071001702,17.02,3170,566,2527,0,68,0,0,2016
1097,22071001720,17.2,3201,60,3087,0,13,0,23,2016
1098,22071001722,17.22,4140,38,3878,0,0,0,179,2016
